FrameID,TimeStamp,CameraSyncTime,BroadcastTime,makerID,makerName,makerX,makerY,makerZ,RigidBody_ID,RigidBody_Name,X,Y,Z,qx,qy,qz,qw,QualityGrade,Speed,SpeedX,SpeedY,SpeedZ,Acc,AccX,AccY,AccZ,EulerX,EulerY,EulerZ,AngularVelX,AngularVelY,AngularVelZ,AngularAccX,AngularAccY,AngularAccZ
1316053,15384,1757748454279121,1757748454287263,132393,Marker132393,1891.6654052734375,3844.9169921875,2160.365234375
1316053,15384,1757748454279121,1757748454287263,20703,Rigid_Wing_2_RMarker20703,5610.58544921875,-1174.403564453125,733.5092163085938
1316053,15384,1757748454279121,1757748454287263,20701,Rigid_Wing_2_RMarker20701,5648.73388671875,-1117.6856689453125,734.1544799804688
1316053,15384,1757748454279121,1757748454287263,20700,Rigid_Wing_2_RMarker20700,5689.2490234375,-1053.7747802734375,734.8067016601562
1316053,15384,1757748454279121,1757748454287263,20702,Rigid_Wing_2_RMarker20702,5575.98291015625,-1234.1373291015625,732.4447021484375
1316053,15384,1757748454279121,1757748454287263,20704,Rigid_Wing_2_RMarker20704,5546.72998046875,-965.435791015625,732.2271118164062
1316053,15384,1757748454279121,1757748454287263,20705,Rigid_Wing_2_RMarker20705,5528.962890625,-1074.9686279296875,725.5147705078125
1316053,15384,1757748454279121,1757748454287263,20801,Rigid_Wing_2_LMarker20801,5835.544921875,-999.7257690429688,731.5719604492188
1316053,15384,1757748454279121,1757748454287263,20802,Rigid_Wing_2_LMarker20802,5761.216796875,-1007.9833984375,734.1539306640625
1316053,15384,1757748454279121,1757748454287263,20803,Rigid_Wing_2_LMarker20803,5903.72021484375,-993.160888671875,728.8614501953125
1316053,15384,1757748454279121,1757748454287263,20804,Rigid_Wing_2_LMarker20804,5925.396484375,-941.2238159179688,725.5595092773438
1316053,15384,1757748454279121,1757748454287263,20805,Rigid_Wing_2_LMarker20805,5843.66259765625,-875.41748046875,725.0151977539062
1316053,15384,1757748454279121,1757748454287263,20800,Rigid_Wing_2_LMarker20800,5741.005859375,-838.2083129882812,729.9912109375
1316053,15384,1757748454279121,1757748454287263,20806,Rigid_Wing_2_LMarker20806,5973.96240234375,-984.4721069335938,726.6605834960938
1316053,15384,1757748454279121,1757748454287263,,,,,,7,Rigid_Wing_2_R,5600.04150390625,-1103.4002685546875,732.1094970703125,-0.3077406883239746,0.3026953935623169,-0.5951528549194336,0.6778382062911987,1,0.0012547308579087257,0.0007617187802679837,-0.0009960937313735485,4.394531424622983e-05,0.2063465118408203,0.10546875,-0.17226561903953552,0.04218750074505806,-51.100826263427734,2.5247819423675537,-83.77446746826172,0.0015413756482303143,0.001462250598706305,0.009923277422785759,0.6995200514793396,0.7129848003387451,3.1041738986968994
1316053,15384,1757748454279121,1757748454287263,,,,,,8,Rigid_Wing_2_L,5854.9306640625,-948.5988159179688,728.8306884765625,0.023559749126434326,-0.3205082416534424,0.6096667647361755,0.7245864868164062,1,0.000357688928488642,0.0002929687616415322,-0.00011718750465661287,0.0001684570306679234,0.05969449505209923,0.04218750074505806,-0.0087890625,0.04130859300494194,-24.20473289489746,-29.55106544494629,86.62835693359375,-0.025080442428588867,-0.018210969865322113,-0.003824159735813737,-2.5646207332611084,-3.382922649383545,-0.4114776849746704
1316054,15384,1757748454287458,1757748454295579,132393,Marker132393,1891.8460693359375,3844.828857421875,2160.408935546875
1316054,15384,1757748454287458,1757748454295579,20703,Rigid_Wing_2_RMarker20703,5610.59716796875,-1174.392822265625,733.52099609375
1316054,15384,1757748454287458,1757748454295579,20701,Rigid_Wing_2_RMarker20701,5648.7197265625,-1117.680419921875,734.1487426757812
1316054,15384,1757748454287458,1757748454295579,20700,Rigid_Wing_2_RMarker20700,5689.255859375,-1053.7935791015625,734.8240356445312
1316054,15384,1757748454287458,1757748454295579,20702,Rigid_Wing_2_RMarker20702,5576.0205078125,-1234.1385498046875,732.45751953125
1316054,15384,1757748454287458,1757748454295579,20704,Rigid_Wing_2_RMarker20704,5546.73095703125,-965.4451293945312,732.253173828125
1316054,15384,1757748454287458,1757748454295579,20705,Rigid_Wing_2_RMarker20705,5528.95849609375,-1074.97119140625,725.5192260742188
1316054,15384,1757748454287458,1757748454295579,20801,Rigid_Wing_2_LMarker20801,5835.525390625,-999.7006225585938,731.56787109375
1316054,15384,1757748454287458,1757748454295579,20802,Rigid_Wing_2_LMarker20802,5761.23828125,-1007.9918212890625,734.1639404296875
1316054,15384,1757748454287458,1757748454295579,20803,Rigid_Wing_2_LMarker20803,5903.7158203125,-993.1505126953125,728.8502807617188
1316054,15384,1757748454287458,1757748454295579,20804,Rigid_Wing_2_LMarker20804,5925.3505859375,-941.162109375,725.5364379882812
1316054,15384,1757748454287458,1757748454295579,20805,Rigid_Wing_2_LMarker20805,5843.67333984375,-875.4111938476562,725.0121459960938
1316054,15384,1757748454287458,1757748454295579,20800,Rigid_Wing_2_LMarker20800,5740.98046875,-838.2464599609375,730.0254516601562
1316054,15384,1757748454287458,1757748454295579,20806,Rigid_Wing_2_LMarker20806,5973.85107421875,-984.3916625976562,726.605224609375
