# Wing Angle Data Export
# Generated on: 2025-10-08 23:35:49
# Original time range: [8.000, 9.000] seconds
# Time normalized to start from 0
# Raw forewing points: 43
# Raw hindwing points: 32
# Interpolated forewing points: 430
# Interpolated hindwing points: 320
# Columns:
# - time: Time in seconds (normalized to start from 0)
# - forewing_angle: Forewing angle in degrees
# - hindwing_angle: Hindwing angle in degrees
# - data_type: 'raw' for original data points, 'interpolated' for smoothed curve
time,forewing_angle,hindwing_angle,data_type
0.008005000000000706,-26.201855178165843,,raw
0.008005000000000706,-25.283837884123987,,interpolated
0.010025146853147149,-26.530011952769346,,interpolated
0.012045293706293592,-27.702136350664073,,interpolated
0.01406544055944181,-28.800246722855555,,interpolated
0.016085587412588254,-29.824378714391173,,interpolated
0.016334999999999766,-30.073244079477746,,raw
0.018105734265734696,-30.774567970318326,,interpolated
0.02012588111888114,-31.65085013568439,,interpolated
0.02214602797202936,-32.45326085553676,,interpolated
0.0241661748251758,-33.18183577492282,,interpolated
0.024672000000000693,-32.58059562488924,,raw
0.026186321678322244,-33.83661053888996,,interpolated
0.028206468531468687,-34.41762079248555,,interpolated
0.030226615384616906,-34.92490218075701,,interpolated
0.03224676223776335,-35.3584903487517,,interpolated
0.033008999999999844,-34.74599759790621,,raw
0.03426690909090979,-35.71842094151701,,interpolated
0.036287055944056235,-36.00472960410034,,interpolated
0.03830720279720268,-36.217451981549075,,interpolated
0.0403273496503509,-36.35662371891059,,interpolated
0.041342999999999464,-35.79450430953551,,raw
0.04234749650349734,-36.422280461232276,,interpolated
0.04436764335664378,-36.41445785356153,,interpolated
0.046387790209790225,-36.333191540945734,,interpolated
0.048407937062938444,-36.17851716843227,,interpolated
0.04967500000000058,,7.479404191426269,raw
0.04967500000000058,,8.773366032085987,interpolated
0.04967500000000058,-36.376636183836936,,raw
0.05042808391608489,-35.950470381068534,,interpolated
0.05241782445141041,,8.883413571486125,interpolated
0.05244823076923133,-35.64908682390191,,interpolated
0.05446837762237777,-35.27440214197978,,interpolated
0.05516064890282202,,8.907922487840027,interpolated
0.05648852447552599,-34.82645198034953,,interpolated
