FrameID,TimeStamp,CameraSyncTime,BroadcastTime,makerID,makerName,makerX,makerY,makerZ,RigidBody_ID,RigidBody_Name,X,Y,Z,qx,qy,qz,qw,QualityGrade,Speed,SpeedX,SpeedY,SpeedZ,Acc,AccX,AccY,AccZ,EulerX,EulerY,EulerZ,AngularVelX,AngularVelY,AngularVelZ,AngularAccX,AngularAccY,AngularAccZ
364694,7457,1757740526540579,1757740526547833,110734,Marker110734,1890.654296875,3845.380615234375,2160.672607421875
364694,7457,1757740526540579,1757740526547833,20301,Rigid_Wing_4_LMarker20301,5739.63720703125,-847.989501953125,731.49755859375
364694,7457,1757740526540579,1757740526547833,20601,Rigid_Wing_4_RMarker20601,5684.623046875,-1059.3582763671875,734.2422485351562
364694,7457,1757740526540579,1757740526547833,20300,Rigid_Wing_4_LMarker20300,5759.44921875,-1012.783447265625,735.0957641601562
364694,7457,1757740526540579,1757740526547833,20605,Rigid_Wing_4_RMarker20605,5642.32080078125,-1122.41455078125,729.490234375
364694,7457,1757740526540579,1757740526547833,20302,Rigid_Wing_4_LMarker20302,5833.2333984375,-1003.9542846679688,733.877197265625
364694,7457,1757740526540579,1757740526547833,20603,Rigid_Wing_4_RMarker20603,5565.88037109375,-1238.075439453125,721.1192626953125
364694,7457,1757740526540579,1757740526547833,20602,Rigid_Wing_4_RMarker20602,5605.9140625,-1178.379638671875,725.5968627929688
364694,7457,1757740526540579,1757740526547833,20604,Rigid_Wing_4_RMarker20604,5545.7685546875,-1041.1094970703125,716.87841796875
364694,7457,1757740526540579,1757740526547833,20600,Rigid_Wing_4_RMarker20600,5546.91796875,-966.5579833984375,725.4412231445312
364694,7457,1757740526540579,1757740526547833,20305,Rigid_Wing_4_LMarker20305,5883.79638671875,-933.0076293945312,726.5855712890625
364694,7457,1757740526540579,1757740526547833,20306,Rigid_Wing_4_LMarker20306,5806.28662109375,-877.923828125,730.44189453125
364694,7457,1757740526540579,1757740526547833,20304,Rigid_Wing_4_LMarker20304,5899.0615234375,-997.07373046875,732.2817993164062
364694,7457,1757740526540579,1757740526547833,20303,Rigid_Wing_4_LMarker20303,5970.73193359375,-989.0497436523438,732.9173583984375
364694,7457,1757740526540579,1757740526547833,,,,,,3,Rigid_Wing_4_L,5841.7431640625,-951.6832885742188,731.8138427734375,-0.4100857377052307,-0.40557214617729187,0.3960174024105072,0.714500367641449,1,0.0002125285827787593,5.8593752328306437e-05,5.126953328726813e-05,-0.0001977539068320766,0.01941567286849022,-0.01406249962747097,0.0052734375931322575,0.012304686941206455,-69.75092315673828,-14.759407043457031,68.31171417236328,0.008341670036315918,0.004196763038635254,0.0027385351713746786,1.0607600212097168,1.6425848007202148,0.2858698070049286
