# Wing Angle Data Export
# Generated on: 2025-10-08 23:11:16
# Original time range: [11.800, 12.500] seconds
# Time normalized to start from 0
# Raw forewing points: 32
# Raw hindwing points: 30
# Interpolated forewing points: 320
# Interpolated hindwing points: 300
# Columns:
# - time: Time in seconds (normalized to start from 0)
# - forewing_angle: Forewing angle in degrees
# - hindwing_angle: Hindwing angle in degrees
# - data_type: 'raw' for original data points, 'interpolated' for smoothed curve
time,forewing_angle,hindwing_angle,data_type
0.36619699999999966,,1.3375395354044741,raw
0.3671976655518385,,1.6301208660102082,interpolated
0.36766705015674006,9.005597151637074,,interpolated
0.36925999665551856,,1.326194308416491,interpolated
0.369521761755486,10.995858651748037,,interpolated
0.3713223277591968,,1.014372416169816,interpolated
0.37137647335423196,12.954381030974405,,interpolated
0.3732311849529779,14.881237313150367,,interpolated
0.3733846588628751,,0.695613208736634,interpolated
0.37449900000000014,,-0.3431699054970636,raw
0.37508589655172386,16.777065598629502,,interpolated
0.3754469899665551,,0.37099946786153254,interpolated
0.3769406081504698,18.64219478393505,,interpolated
0.3775093210702334,,0.04172456942815683,interpolated
0.37879531974921576,20.47636785092162,,interpolated
0.37957165217391164,,-0.2909430945405927,interpolated
0.3806500313479617,22.278530497519057,,interpolated
0.3816339832775917,,-0.62589829986267,interpolated
0.38250474294670767,24.046709610684427,,interpolated
0.38369631438126994,,-0.9623874445889051,interpolated
0.3843594545454536,25.778607775287444,,interpolated
0.38575864548495,,-1.3000949190844995,interpolated
0.38621416614419957,27.47192541179878,,interpolated
0.38782097658862824,,-1.6391547118427698,interpolated
0.3880688777429455,29.124362940689096,,interpolated
0.3898833076923065,,-1.9792970307074524,interpolated
0.38992358934169147,30.733620782429142,,interpolated
0.3917783009404392,32.29739935748953,,interpolated
0.39194563879598654,,-2.3191321815174737,interpolated
0.39363301253918515,33.81339908634096,,interpolated
0.3940079698996648,,-2.655925596097752,interpolated
0.3954877241379311,35.279320389454085,,interpolated
0.39607030100334306,,-2.9854998659559,interpolated
0.39734243573667705,36.69286368729958,,interpolated
